borough,age,date,asthma_er_count,ppt
Bronx,Ages 18-64 years,2016-12-29,56,0
Bronx,Ages 18-64 years,2016-12-30,40,6.972089689773452
Bronx,Ages 18-64 years,2016-12-31,39,0
Bronx,Ages 18-64 years,2017-01-01,52,0
Bronx,Ages 18-64 years,2017-01-02,68,0.6355394458413373
Bronx,Ages 18-64 years,2017-01-03,72,10.857753367866183
Bronx,Ages 18-64 years,2017-01-04,55,11.705461237063965
Bronx,Ages 18-64 years,2017-01-05,49,0
Bronx,Ages 18-64 years,2017-01-06,48,1.9087057973086696
Bronx,Ages 18-64 years,2017-01-07,43,0.3120202722706504
Bronx,Ages 18-64 years,2017-01-08,51,8.960311798045854
Bronx,Ages 18-64 years,2017-01-09,54,0
Bronx,Ages 18-64 years,2017-01-10,59,0
Bronx,Ages 18-64 years,2017-01-11,55,6.656568049613384
Bronx,Ages 18-64 years,2017-01-12,57,7.315286833890871
Bronx,Ages 18-64 years,2017-01-13,46,6.475915478006351e-6
Bronx,Ages 18-64 years,2017-01-14,45,0
Bronx,Ages 18-64 years,2017-01-15,36,7.138765079301326
Bronx,Ages 18-64 years,2017-01-16,52,0
Bronx,Ages 18-64 years,2017-01-17,48,0
Bronx,Ages 18-64 years,2017-01-18,62,13.533623024668618
Bronx,Ages 18-64 years,2017-01-19,61,0
Bronx,Ages 18-64 years,2017-01-20,47,0
Bronx,Ages 18-64 years,2017-01-21,45,3.825844570243758
Bronx,Ages 18-64 years,2017-01-22,51,0
Bronx,Ages 18-64 years,2017-01-23,43,1.0370967942054599
Bronx,Ages 18-64 years,2017-01-24,56,41.747122834003754
Bronx,Ages 18-64 years,2017-01-25,50,13.85371557775592
Bronx,Ages 18-64 years,2017-01-26,43,0
Bronx,Ages 18-64 years,2017-01-27,32,1.4374608131398499
Bronx,Ages 18-64 years,2017-01-28,38,0
Bronx,Ages 18-64 years,2017-01-29,31,0
Bronx,Ages 18-64 years,2017-01-30,46,0
Bronx,Ages 18-64 years,2017-01-31,43,0
Bronx,Ages 18-64 years,2017-02-01,42,1.2253212239220272
Bronx,Ages 18-64 years,2017-02-02,42,0
Bronx,Ages 18-64 years,2017-02-03,46,0
Bronx,Ages 18-64 years,2017-02-04,34,0
Bronx,Ages 18-64 years,2017-02-05,42,0
Bronx,Ages 18-64 years,2017-02-06,34,0
Bronx,Ages 18-64 years,2017-02-07,40,0.3633410563760655
Bronx,Ages 18-64 years,2017-02-08,49,4.0813575299021165
Bronx,Ages 18-64 years,2017-02-09,32,9.884849470364044
Bronx,Ages 18-64 years,2017-02-10,47,14.742112216999885
Bronx,Ages 18-64 years,2017-02-11,33,0
Bronx,Ages 18-64 years,2017-02-12,38,1.4376688319499407
Bronx,Ages 18-64 years,2017-02-13,57,8.478374488434879
Bronx,Ages 18-64 years,2017-02-14,48,0
Bronx,Ages 18-64 years,2017-02-15,39,0
Bronx,Ages 18-64 years,2017-02-16,35,0
Bronx,Ages 18-64 years,2017-02-17,41,0
Bronx,Ages 18-64 years,2017-02-18,44,0
Bronx,Ages 18-64 years,2017-02-19,33,0
Bronx,Ages 18-64 years,2017-02-20,45,0
Bronx,Ages 18-64 years,2017-02-21,52,0
Bronx,Ages 18-64 years,2017-02-22,39,0
Bronx,Ages 18-64 years,2017-02-23,48,0
Bronx,Ages 18-64 years,2017-02-24,30,0
Bronx,Ages 18-64 years,2017-02-25,32,0
Bronx,Ages 18-64 years,2017-02-26,44,8.770357014774815
Bronx,Ages 18-64 years,2017-02-27,43,0
Bronx,Ages 18-64 years,2017-02-28,45,0
Bronx,Ages 18-64 years,2017-03-01,42,0
Bronx,Ages 18-64 years,2017-03-02,41,1.7221117910977461
Bronx,Ages 18-64 years,2017-03-03,36,0
Bronx,Ages 18-64 years,2017-03-04,31,0
Bronx,Ages 18-64 years,2017-03-05,27,0
Bronx,Ages 18-64 years,2017-03-06,51,0
Bronx,Ages 18-64 years,2017-03-07,40,0.1037392362395685
Bronx,Ages 18-64 years,2017-03-08,40,2.574791894065347
Bronx,Ages 18-64 years,2017-03-09,54,0
Bronx,Ages 18-64 years,2017-03-10,34,4.17322877352924e-5
Bronx,Ages 18-64 years,2017-03-11,42,6.860888658844795
Bronx,Ages 18-64 years,2017-03-12,42,0
Bronx,Ages 18-64 years,2017-03-13,57,0
Bronx,Ages 18-64 years,2017-03-14,31,14.249362123897207
Bronx,Ages 18-64 years,2017-03-15,42,35.67834366838878
Bronx,Ages 18-64 years,2017-03-16,47,0.016224497882688507
Bronx,Ages 18-64 years,2017-03-17,41,0
Bronx,Ages 18-64 years,2017-03-18,40,0
Bronx,Ages 18-64 years,2017-03-19,43,1.431080353452592
Bronx,Ages 18-64 years,2017-03-20,46,0
Bronx,Ages 18-64 years,2017-03-21,49,0
Bronx,Ages 18-64 years,2017-03-22,46,0
Bronx,Ages 18-64 years,2017-03-23,41,0
Bronx,Ages 18-64 years,2017-03-24,35,0
Bronx,Ages 18-64 years,2017-03-25,34,0
Bronx,Ages 18-64 years,2017-03-26,38,0.759930774059493
Bronx,Ages 18-64 years,2017-03-27,42,0.9172110195980483
Bronx,Ages 18-64 years,2017-03-28,48,7.829718965412543
Bronx,Ages 18-64 years,2017-03-29,46,15.030032866663003
Bronx,Ages 18-64 years,2017-03-30,49,0
Bronx,Ages 18-64 years,2017-03-31,40,14.881591825144639
Bronx,Ages 18-64 years,2017-04-01,34,38.022091327337726
Bronx,Ages 18-64 years,2017-04-02,40,0
Bronx,Ages 18-64 years,2017-04-03,53,0
Bronx,Ages 18-64 years,2017-04-04,55,30.34701465892558
Bronx,Ages 18-64 years,2017-04-05,49,1.6890530071770817
Bronx,Ages 18-64 years,2017-04-06,36,0.9318987130794417
Bronx,Ages 18-64 years,2017-04-07,51,20.20720212048082
Bronx,Ages 18-64 years,2017-04-08,35,0.017532065606257866
Bronx,Ages 18-64 years,2017-04-09,33,0
Bronx,Ages 18-64 years,2017-04-10,35,0
Bronx,Ages 18-64 years,2017-04-11,42,0
Bronx,Ages 18-64 years,2017-04-12,49,0
Bronx,Ages 18-64 years,2017-04-13,41,0.6862691509816459
Bronx,Ages 18-64 years,2017-04-14,36,0
Bronx,Ages 18-64 years,2017-04-15,40,0
Bronx,Ages 18-64 years,2017-04-16,42,0
Bronx,Ages 18-64 years,2017-04-17,48,0.41275384417841465
Bronx,Ages 18-64 years,2017-04-18,58,0
Bronx,Ages 18-64 years,2017-04-19,40,0
Bronx,Ages 18-64 years,2017-04-20,58,0.5473417831154623
Bronx,Ages 18-64 years,2017-04-21,37,2.0588609265143836
Bronx,Ages 18-64 years,2017-04-22,39,0.38988920379567577
Bronx,Ages 18-64 years,2017-04-23,45,2.6456448862377413
Bronx,Ages 18-64 years,2017-04-24,63,0
Bronx,Ages 18-64 years,2017-04-25,44,0.6568549082499103
Bronx,Ages 18-64 years,2017-04-26,47,31.42030657547016
Bronx,Ages 18-64 years,2017-04-27,47,2.1355826239429794
Bronx,Ages 18-64 years,2017-04-28,39,0.49145675764457597
Bronx,Ages 18-64 years,2017-04-29,34,21.095475499738306
Bronx,Ages 18-64 years,2017-04-30,65,0
Bronx,Ages 18-64 years,2017-05-01,66,0
Bronx,Ages 18-64 years,2017-05-02,50,0.02701940607235993
Bronx,Ages 18-64 years,2017-05-03,63,1.8632564488966276e-4
Bronx,Ages 18-64 years,2017-05-04,67,0
Bronx,Ages 18-64 years,2017-05-05,46,0.3646214512024385
Bronx,Ages 18-64 years,2017-05-06,33,65.9537823005267
Bronx,Ages 18-64 years,2017-05-07,51,0.00894010024551411
Bronx,Ages 18-64 years,2017-05-08,53,0.757917097773569
Bronx,Ages 18-64 years,2017-05-09,77,0
Bronx,Ages 18-64 years,2017-05-10,67,0
Bronx,Ages 18-64 years,2017-05-11,68,0
Bronx,Ages 18-64 years,2017-05-12,43,0
Bronx,Ages 18-64 years,2017-05-13,44,5.276182270038923
Bronx,Ages 18-64 years,2017-05-14,37,40.53258035485648
Bronx,Ages 18-64 years,2017-05-15,63,3.087802030309866
Bronx,Ages 18-64 years,2017-05-16,59,0
Bronx,Ages 18-64 years,2017-05-17,40,0
Bronx,Ages 18-64 years,2017-05-18,47,0
Bronx,Ages 18-64 years,2017-05-19,41,0
Bronx,Ages 18-64 years,2017-05-20,40,0.5825023271812448
Bronx,Ages 18-64 years,2017-05-21,52,0.6490286409385576
Bronx,Ages 18-64 years,2017-05-22,55,1.5167143455498628
Bronx,Ages 18-64 years,2017-05-23,49,15.848445695972147
Bronx,Ages 18-64 years,2017-05-24,41,0.9991759907005591
Bronx,Ages 18-64 years,2017-05-25,27,3.930775745246146
Bronx,Ages 18-64 years,2017-05-26,42,23.478242500302194
Bronx,Ages 18-64 years,2017-05-27,29,0.16312635730098152
Bronx,Ages 18-64 years,2017-05-28,42,0
Bronx,Ages 18-64 years,2017-05-29,38,5.490590411959295
Bronx,Ages 18-64 years,2017-05-30,51,1.7281523976470214
Bronx,Ages 18-64 years,2017-05-31,49,1.225287889973576
Bronx,Ages 18-64 years,2017-06-01,51,0.8397041156688967
Bronx,Ages 18-64 years,2017-06-02,33,0
Bronx,Ages 18-64 years,2017-06-03,36,0.03296981818022734
Bronx,Ages 18-64 years,2017-06-04,34,1.6201438149840401
Bronx,Ages 18-64 years,2017-06-05,56,18.647970799664392
Bronx,Ages 18-64 years,2017-06-06,39,2.321673595715178
Bronx,Ages 18-64 years,2017-06-07,33,1.6683263356979365
Bronx,Ages 18-64 years,2017-06-08,43,0
Bronx,Ages 18-64 years,2017-06-09,36,0
Bronx,Ages 18-64 years,2017-06-10,30,0
Bronx,Ages 18-64 years,2017-06-11,24,0
Bronx,Ages 18-64 years,2017-06-12,33,0
Bronx,Ages 18-64 years,2017-06-13,35,0
Bronx,Ages 18-64 years,2017-06-14,41,0.4222987605000439
Bronx,Ages 18-64 years,2017-06-15,45,1.6076609862292157
Bronx,Ages 18-64 years,2017-06-16,21,0
Bronx,Ages 18-64 years,2017-06-17,30,0.025104357016903178
Bronx,Ages 18-64 years,2017-06-18,32,23.70325929553357
Bronx,Ages 18-64 years,2017-06-19,40,0.01780735840353602
Bronx,Ages 18-64 years,2017-06-20,44,26.460863412171097
Bronx,Ages 18-64 years,2017-06-21,40,0
Bronx,Ages 18-64 years,2017-06-22,23,0
Bronx,Ages 18-64 years,2017-06-23,25,0
Bronx,Ages 18-64 years,2017-06-24,34,39.46788676482981
Bronx,Ages 18-64 years,2017-06-25,37,7.143444294528305
Bronx,Ages 18-64 years,2017-06-26,45,1.0491540943717694e-7
Bronx,Ages 18-64 years,2017-06-27,42,5.050147791757005
Bronx,Ages 18-64 years,2017-06-28,31,0.18012557117389844
Bronx,Ages 18-64 years,2017-06-29,37,0
Bronx,Ages 18-64 years,2017-06-30,43,0
Bronx,Ages 18-64 years,2017-07-01,23,0.245984926956184
Bronx,Ages 18-64 years,2017-07-02,23,10.892923384092338
Bronx,Ages 18-64 years,2017-07-03,37,0
Bronx,Ages 18-64 years,2017-07-04,23,0.04642516296745993
Bronx,Ages 18-64 years,2017-07-05,50,0.10796047130960809
Bronx,Ages 18-64 years,2017-07-06,36,0
Bronx,Ages 18-64 years,2017-07-07,25,4.328177666775938
Bronx,Ages 18-64 years,2017-07-08,37,33.63818095811651
Bronx,Ages 18-64 years,2017-07-09,32,0.00242176945298468
Bronx,Ages 18-64 years,2017-07-10,31,0
Bronx,Ages 18-64 years,2017-07-11,23,0.6676043984050014
Bronx,Ages 18-64 years,2017-07-12,39,2.021571252015156
Bronx,Ages 18-64 years,2017-07-13,37,0.007182324307841778
Bronx,Ages 18-64 years,2017-07-14,31,5.514405269847381
Bronx,Ages 18-64 years,2017-07-15,26,8.803683157859561
Bronx,Ages 18-64 years,2017-07-16,26,0
Bronx,Ages 18-64 years,2017-07-17,47,0
Bronx,Ages 18-64 years,2017-07-18,38,0
Bronx,Ages 18-64 years,2017-07-19,30,0
Bronx,Ages 18-64 years,2017-07-20,35,0
Bronx,Ages 18-64 years,2017-07-21,37,4.523167419454887
Bronx,Ages 18-64 years,2017-07-22,25,0
Bronx,Ages 18-64 years,2017-07-23,34,19.935406325735812
Bronx,Ages 18-64 years,2017-07-24,45,12.518224061930336
Bronx,Ages 18-64 years,2017-07-25,37,20.454488991491644
Bronx,Ages 18-64 years,2017-07-26,25,1.0324252756365092e-6
Bronx,Ages 18-64 years,2017-07-27,27,0
Bronx,Ages 18-64 years,2017-07-28,29,4.707097155245015e-5
Bronx,Ages 18-64 years,2017-07-29,25,0.5858255461732642
Bronx,Ages 18-64 years,2017-07-30,17,3.3483395815521883e-4
Bronx,Ages 18-64 years,2017-07-31,36,0
Bronx,Ages 18-64 years,2017-08-01,27,0
Bronx,Ages 18-64 years,2017-08-02,35,0.2719237327693245
Bronx,Ages 18-64 years,2017-08-03,30,7.5258641709575995
Bronx,Ages 18-64 years,2017-08-04,30,8.361585384287153
Bronx,Ages 18-64 years,2017-08-05,27,15.773303103083556
Bronx,Ages 18-64 years,2017-08-06,18,0
Bronx,Ages 18-64 years,2017-08-07,34,0.09092598816888085
Bronx,Ages 18-64 years,2017-08-08,26,19.75356563897595
Bronx,Ages 18-64 years,2017-08-09,28,0
Bronx,Ages 18-64 years,2017-08-10,30,0
Bronx,Ages 18-64 years,2017-08-11,32,0
Bronx,Ages 18-64 years,2017-08-12,18,9.029589788639035
Bronx,Ages 18-64 years,2017-08-13,25,0.22698314726352245
Bronx,Ages 18-64 years,2017-08-14,43,0
Bronx,Ages 18-64 years,2017-08-15,46,9.362623197706254
Bronx,Ages 18-64 years,2017-08-16,35,12.403826021960263
Bronx,Ages 18-64 years,2017-08-17,26,0
Bronx,Ages 18-64 years,2017-08-18,30,0.2396743114478209
Bronx,Ages 18-64 years,2017-08-19,34,22.59824411986383
Bronx,Ages 18-64 years,2017-08-20,27,0
Bronx,Ages 18-64 years,2017-08-21,34,0
Bronx,Ages 18-64 years,2017-08-22,43,0
Bronx,Ages 18-64 years,2017-08-23,39,17.216627900768717
Bronx,Ages 18-64 years,2017-08-24,29,0
Bronx,Ages 18-64 years,2017-08-25,29,0
Bronx,Ages 18-64 years,2017-08-26,24,0
Bronx,Ages 18-64 years,2017-08-27,25,0
Bronx,Ages 18-64 years,2017-08-28,41,0
Bronx,Ages 18-64 years,2017-08-29,38,0
Bronx,Ages 18-64 years,2017-08-30,40,12.679792742771797
Bronx,Ages 18-64 years,2017-08-31,37,0
Bronx,Ages 18-64 years,2017-09-01,38,2.89687935322726
Bronx,Ages 18-64 years,2017-09-02,25,0
Bronx,Ages 18-64 years,2017-09-03,39,24.345307293781428
Bronx,Ages 18-64 years,2017-09-04,25,11.746817235749067
Bronx,Ages 18-64 years,2017-09-05,39,0
Bronx,Ages 18-64 years,2017-09-06,40,0.5385190115094635
Bronx,Ages 18-64 years,2017-09-07,32,11.869627218546766
Bronx,Ages 18-64 years,2017-09-08,29,0
Bronx,Ages 18-64 years,2017-09-09,26,3.1006531052387545e-5
Bronx,Ages 18-64 years,2017-09-10,41,0
Bronx,Ages 18-64 years,2017-09-11,47,0
Bronx,Ages 18-64 years,2017-09-12,38,0
Bronx,Ages 18-64 years,2017-09-13,38,0
Bronx,Ages 18-64 years,2017-09-14,42,2.4895986722607115
Bronx,Ages 18-64 years,2017-09-15,40,0.006285207058592422
Bronx,Ages 18-64 years,2017-09-16,31,0.00544649823110626
Bronx,Ages 18-64 years,2017-09-17,42,3.71965942704618e-5
Bronx,Ages 18-64 years,2017-09-18,65,0
Bronx,Ages 18-64 years,2017-09-19,34,0
Bronx,Ages 18-64 years,2017-09-20,33,2.0797542860986287
Bronx,Ages 18-64 years,2017-09-21,41,0
Bronx,Ages 18-64 years,2017-09-22,27,0
Bronx,Ages 18-64 years,2017-09-23,48,0
Bronx,Ages 18-64 years,2017-09-24,44,0
Bronx,Ages 18-64 years,2017-09-25,37,0
Bronx,Ages 18-64 years,2017-09-26,49,0
Bronx,Ages 18-64 years,2017-09-27,31,0
Bronx,Ages 18-64 years,2017-09-28,35,0
Bronx,Ages 18-64 years,2017-09-29,29,0
Bronx,Ages 18-64 years,2017-09-30,33,0
Bronx,Ages 18-64 years,2017-10-01,38,2.5977412172587205e-4
Bronx,Ages 18-64 years,2017-10-02,47,0
Bronx,Ages 18-64 years,2017-10-03,42,0
Bronx,Ages 18-64 years,2017-10-04,34,0
Bronx,Ages 18-64 years,2017-10-05,26,0
Bronx,Ages 18-64 years,2017-10-06,36,0.26881601499662167
Bronx,Ages 18-64 years,2017-10-07,35,0
Bronx,Ages 18-64 years,2017-10-08,25,0.03885353972791426
Bronx,Ages 18-64 years,2017-10-09,31,5.14398179216788
Bronx,Ages 18-64 years,2017-10-10,39,8.141753700769494
Bronx,Ages 18-64 years,2017-10-11,37,0
Bronx,Ages 18-64 years,2017-10-12,36,2.791783723901982
Bronx,Ages 18-64 years,2017-10-13,34,0.3806987337096912
Bronx,Ages 18-64 years,2017-10-14,39,1.478381816576348
Bronx,Ages 18-64 years,2017-10-15,33,0.3187519134194143
Bronx,Ages 18-64 years,2017-10-16,48,0.6880115046051055
Bronx,Ages 18-64 years,2017-10-17,44,0
Bronx,Ages 18-64 years,2017-10-18,37,0
Bronx,Ages 18-64 years,2017-10-19,45,0
Bronx,Ages 18-64 years,2017-10-20,28,0
Bronx,Ages 18-64 years,2017-10-21,27,0
Bronx,Ages 18-64 years,2017-10-22,38,0
Bronx,Ages 18-64 years,2017-10-23,53,0
Bronx,Ages 18-64 years,2017-10-24,35,0.3224486231409902
Bronx,Ages 18-64 years,2017-10-25,40,11.783953181514788
Bronx,Ages 18-64 years,2017-10-26,44,0.0015296446528589053
Bronx,Ages 18-64 years,2017-10-27,43,1.5728948674159924
Bronx,Ages 18-64 years,2017-10-28,30,0
Bronx,Ages 18-64 years,2017-10-29,34,1.198437625074796
Bronx,Ages 18-64 years,2017-10-30,57,89.61707761012633
Bronx,Ages 18-64 years,2017-10-31,35,1.2638999055527869
Bronx,Ages 18-64 years,2017-11-01,32,0
Bronx,Ages 18-64 years,2017-11-02,40,0
Bronx,Ages 18-64 years,2017-11-03,40,0
Bronx,Ages 18-64 years,2017-11-04,45,0
Bronx,Ages 18-64 years,2017-11-05,34,1.609050325731977
Bronx,Ages 18-64 years,2017-11-06,43,0.7529035918884288
Bronx,Ages 18-64 years,2017-11-07,40,0
Bronx,Ages 18-64 years,2017-11-08,59,19.6821251848514
Bronx,Ages 18-64 years,2017-11-09,33,0
Bronx,Ages 18-64 years,2017-11-10,42,0.3914004002356759
Bronx,Ages 18-64 years,2017-11-11,40,0
Bronx,Ages 18-64 years,2017-11-12,46,0
Bronx,Ages 18-64 years,2017-11-13,36,0.03560799160332065
Bronx,Ages 18-64 years,2017-11-14,50,2.703633199512926
Bronx,Ages 18-64 years,2017-11-15,45,0
Bronx,Ages 18-64 years,2017-11-16,42,3.5758042096969076
Bronx,Ages 18-64 years,2017-11-17,22,1.384367754053096
Bronx,Ages 18-64 years,2017-11-18,40,0
Bronx,Ages 18-64 years,2017-11-19,39,11.519262674775465
Bronx,Ages 18-64 years,2017-11-20,55,2.1357535459819297
Bronx,Ages 18-64 years,2017-11-21,48,0
Bronx,Ages 18-64 years,2017-11-22,45,1.1556240119405299
Bronx,Ages 18-64 years,2017-11-23,34,3.149480670247037
Bronx,Ages 18-64 years,2017-11-24,57,0
Bronx,Ages 18-64 years,2017-11-25,36,0
Bronx,Ages 18-64 years,2017-11-26,50,0
Bronx,Ages 18-64 years,2017-11-27,55,0
Bronx,Ages 18-64 years,2017-11-28,63,0
Bronx,Ages 18-64 years,2017-11-29,38,0
Bronx,Ages 18-64 years,2017-11-30,37,0
Bronx,Ages 18-64 years,2017-12-01,44,0.5196615136799739
Bronx,Ages 18-64 years,2017-12-02,30,0
Bronx,Ages 18-64 years,2017-12-03,30,0
Bronx,Ages 18-64 years,2017-12-04,51,0
Bronx,Ages 18-64 years,2017-12-05,42,0
Bronx,Ages 18-64 years,2017-12-06,36,16.558453204821284
Bronx,Ages 18-64 years,2017-12-07,37,0
Bronx,Ages 18-64 years,2017-12-08,35,0
Bronx,Ages 18-64 years,2017-12-09,40,0
Bronx,Ages 18-64 years,2017-12-10,29,10.296772081478004
Bronx,Ages 18-64 years,2017-12-11,42,1.6763935532209042e-6
Bronx,Ages 18-64 years,2017-12-12,50,0
Bronx,Ages 18-64 years,2017-12-13,37,0.0016862335398006106
Bronx,Ages 18-64 years,2017-12-14,37,1.715639831063471
Bronx,Ages 18-64 years,2017-12-15,44,0.055524347327712165
Bronx,Ages 18-64 years,2017-12-16,38,2.7642902198686796
Bronx,Ages 18-64 years,2017-12-17,37,0
Bronx,Ages 18-64 years,2017-12-18,45,0.9195019875095899
Bronx,Ages 18-64 years,2017-12-19,36,0
Bronx,Ages 18-64 years,2017-12-20,40,0
Bronx,Ages 18-64 years,2017-12-21,37,0
Bronx,Ages 18-64 years,2017-12-22,45,0
Bronx,Ages 18-64 years,2017-12-23,39,2.3549154639688434
Bronx,Ages 18-64 years,2017-12-24,41,12.136154025930905
Bronx,Ages 18-64 years,2017-12-25,42,5.596874702996524
Bronx,Ages 18-64 years,2017-12-26,56,0
Bronx,Ages 18-64 years,2017-12-27,63,0
Bronx,Ages 18-64 years,2017-12-28,41,0
Bronx,Ages 18-64 years,2017-12-29,55,0
Bronx,Ages 18-64 years,2017-12-30,44,0
Bronx,Ages 18-64 years,2017-12-31,25,0.9675914710447274
Bronx,Ages 18-64 years,2018-01-01,50,0
Bronx,Ages 18-64 years,2018-01-02,77,0
Bronx,Ages 18-64 years,2018-01-03,77,0
Bronx,Ages 18-64 years,2018-01-04,44,1.3150960566696874
Bronx,Ages 18-64 years,2018-01-05,53,19.16167907024531
Bronx,Ages 18-64 years,2018-01-06,61,0
Bronx,Ages 18-64 years,2018-01-07,58,0
Bronx,Ages 18-64 years,2018-01-08,50,0
Bronx,Ages 18-64 years,2018-01-09,53,0.4576403417524593
Bronx,Ages 18-64 years,2018-01-10,64,0
Bronx,Ages 18-64 years,2018-01-11,52,0
Bronx,Ages 18-64 years,2018-01-12,59,1.5059712050929247e-6
Bronx,Ages 18-64 years,2018-01-13,43,13.631114237296734
Bronx,Ages 18-64 years,2018-01-14,63,0
Bronx,Ages 18-64 years,2018-01-15,48,0
Bronx,Ages 18-64 years,2018-01-16,70,0
Bronx,Ages 18-64 years,2018-01-17,43,1.1921210988915258
Bronx,Ages 18-64 years,2018-01-18,53,3.4276949282750846
Bronx,Ages 18-64 years,2018-01-19,69,0
Bronx,Ages 18-64 years,2018-01-20,48,0
Bronx,Ages 18-64 years,2018-01-21,43,0
Bronx,Ages 18-64 years,2018-01-22,72,0.022533754317559357
Bronx,Ages 18-64 years,2018-01-23,52,0.5696709639039562
Bronx,Ages 18-64 years,2018-01-24,53,5.548387050231505
Bronx,Ages 18-64 years,2018-01-25,58,0
Bronx,Ages 18-64 years,2018-01-26,61,0
Bronx,Ages 18-64 years,2018-01-27,36,0
Bronx,Ages 18-64 years,2018-01-28,41,5.4585240991537285
Bronx,Ages 18-64 years,2018-01-29,55,2.91221507628046
Bronx,Ages 18-64 years,2018-01-30,56,2.3199216387628754
Bronx,Ages 18-64 years,2018-01-31,44,0.04167817221757133
Bronx,Ages 18-64 years,2018-02-01,53,0
Bronx,Ages 18-64 years,2018-02-02,42,5.079380897849431
Bronx,Ages 18-64 years,2018-02-03,42,0
Bronx,Ages 18-64 years,2018-02-04,48,0
Bronx,Ages 18-64 years,2018-02-05,64,19.93080404749546
Bronx,Ages 18-64 years,2018-02-06,62,0
Bronx,Ages 18-64 years,2018-02-07,43,0.0037860097206758613
Bronx,Ages 18-64 years,2018-02-08,42,22.39301556734916
Bronx,Ages 18-64 years,2018-02-09,40,0
Bronx,Ages 18-64 years,2018-02-10,47,0
Bronx,Ages 18-64 years,2018-02-11,47,23.132066054961818
Bronx,Ages 18-64 years,2018-02-12,47,23.981969280601238
Bronx,Ages 18-64 years,2018-02-13,51,0.2455451722525309
Bronx,Ages 18-64 years,2018-02-14,53,1.4480797876467163e-4
Bronx,Ages 18-64 years,2018-02-15,51,1.770175097641046
Bronx,Ages 18-64 years,2018-02-16,49,5.519278113220869
Bronx,Ages 18-64 years,2018-02-17,62,1.270451275696574
Bronx,Ages 18-64 years,2018-02-18,49,14.089868652335003
Bronx,Ages 18-64 years,2018-02-19,59,0
Bronx,Ages 18-64 years,2018-02-20,53,1.8652716054164136
Bronx,Ages 18-64 years,2018-02-21,37,0
Bronx,Ages 18-64 years,2018-02-22,54,1.5408401299663381
Bronx,Ages 18-64 years,2018-02-23,47,3.7121357558184407
Bronx,Ages 18-64 years,2018-02-24,31,2.3196002837988017
Bronx,Ages 18-64 years,2018-02-25,37,21.207833947487945
Bronx,Ages 18-64 years,2018-02-26,62,9.362250931014119
Bronx,Ages 18-64 years,2018-02-27,41,0
Bronx,Ages 18-64 years,2018-02-28,47,0
Bronx,Ages 18-64 years,2018-03-01,50,0
Bronx,Ages 18-64 years,2018-03-02,45,36.38067935977628
Bronx,Ages 18-64 years,2018-03-03,43,35.88303519340415
Bronx,Ages 18-64 years,2018-03-04,46,0
Bronx,Ages 18-64 years,2018-03-05,58,0
Bronx,Ages 18-64 years,2018-03-06,42,0
Bronx,Ages 18-64 years,2018-03-07,42,4.475314265935304
Bronx,Ages 18-64 years,2018-03-08,61,36.357224329236296
Bronx,Ages 18-64 years,2018-03-09,39,0
Bronx,Ages 18-64 years,2018-03-10,41,0
Bronx,Ages 18-64 years,2018-03-11,49,0
Bronx,Ages 18-64 years,2018-03-12,54,0
Bronx,Ages 18-64 years,2018-03-13,36,5.6332149612647155
Bronx,Ages 18-64 years,2018-03-14,47,2.1294530269413734
Bronx,Ages 18-64 years,2018-03-15,56,0
Bronx,Ages 18-64 years,2018-03-16,57,0
Bronx,Ages 18-64 years,2018-03-17,51,0
Bronx,Ages 18-64 years,2018-03-18,53,0
Bronx,Ages 18-64 years,2018-03-19,74,0
Bronx,Ages 18-64 years,2018-03-20,53,0
Bronx,Ages 18-64 years,2018-03-21,36,1.2859526777497898
Bronx,Ages 18-64 years,2018-03-22,49,26.92384145569734
Bronx,Ages 18-64 years,2018-03-23,68,0
Bronx,Ages 18-64 years,2018-03-24,44,0
Bronx,Ages 18-64 years,2018-03-25,37,0
Bronx,Ages 18-64 years,2018-03-26,66,0
Bronx,Ages 18-64 years,2018-03-27,65,0
Bronx,Ages 18-64 years,2018-03-28,44,1.6784005041063121
Bronx,Ages 18-64 years,2018-03-29,54,0.007488317187737945
Bronx,Ages 18-64 years,2018-03-30,37,0.8731501406223175
Bronx,Ages 18-64 years,2018-03-31,41,2.201187301333386
Bronx,Ages 18-64 years,2018-04-01,59,0
Bronx,Ages 18-64 years,2018-04-02,53,5.890366391802225
Bronx,Ages 18-64 years,2018-04-03,68,3.92348107255372
Bronx,Ages 18-64 years,2018-04-04,58,3.273665968153019
Bronx,Ages 18-64 years,2018-04-05,44,2.664389322001012
Bronx,Ages 18-64 years,2018-04-06,41,0.06956366997972314
Bronx,Ages 18-64 years,2018-04-07,42,1.4688504207368396
Bronx,Ages 18-64 years,2018-04-08,45,0
Bronx,Ages 18-64 years,2018-04-09,64,0
Bronx,Ages 18-64 years,2018-04-10,60,0.5685595601564005
Bronx,Ages 18-64 years,2018-04-11,60,0
Bronx,Ages 18-64 years,2018-04-12,55,0
Bronx,Ages 18-64 years,2018-04-13,49,0
Bronx,Ages 18-64 years,2018-04-14,44,0
Bronx,Ages 18-64 years,2018-04-15,55,0
Bronx,Ages 18-64 years,2018-04-16,62,43.34174443249957
Bronx,Ages 18-64 years,2018-04-17,56,36.89763108851067
Bronx,Ages 18-64 years,2018-04-18,54,0
Bronx,Ages 18-64 years,2018-04-19,34,1.5420788550385742
