system:index,began,cause,country,deaths,displaced,ended,severity,.geo
DFO_2442_From_20040220_to_20040307,,Heavy rain,Australia,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2443_From_20040223_to_20040401,,Heavy rain,Bolivia,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2444_From_20040301_to_20040309,,Tropical cyclone,Australia,0.0,0.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2448_From_20040305_to_20040319,,Heavy rain,Mozambique,0.0,100.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2455_From_20040304_to_20040308,,Heavy rain,USA,0.0,30.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2458_From_20040319_to_20040327,,Tropical cyclone,Australia,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2460_From_20040323_to_20040403,,Heavy rain,Bosnia-Herzegovina,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2461_From_20040327_to_20040403,,Tropical cyclone,Australia,0.0,250.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2462_From_20040328_to_20040411,,Rain and snowmelt,USA,0.0,1000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2463_From_20040330_to_20040505,,Rain and snowmelt,Russia,0.0,1220.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2469_From_20040412_to_20040502,,Heavy rain,Bosnia-Herzegovina,0.0,1200.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2471_From_20040414_to_20040516,,Rain and snowmelt,Russia,18.0,4800.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2473_From_20040414_to_20040503,,Heavy rain,Bangladesh,12.0,50000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2476_From_20040424_to_20040502,,Heavy rain,USA,4.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2480_From_20040507_to_20040511,,Heavy rain,Indonesia,0.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2482_From_20040513_to_20040515,,Heavy rain,USA,0.0,250.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2491_From_20040603_to_20041011,,"Dam/Levy, break or release",USA,0.0,300.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2495_From_20040608_to_20041001,,Heavy rain,Venezuela,0.0,2500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2498_From_20040610_to_20040621,,Heavy rain,USA,0.0,500.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2507_From_20040620_to_20041007,,Monsoonal rain,India,3000.0,4.0E7,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2510_From_20040624_to_20040720,,Heavy rain,Nicaragua,25.0,18000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2514_From_20040628_to_20040630,,Heavy rain,Philippines,5.0,1200.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2515_From_20040628_to_20040630,,Heavy rain,China,15.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2516_From_20040629_to_20040713,,Tropical cyclone,Philippines,54.0,385000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2519_From_20040705_to_20040811,,Monsoonal rain,Nepal,185.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2522_From_20040714_to_20040727,,Heavy rain,China,24.0,82000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2527_From_20040717_to_20040730,,Heavy rain,China,2.0,135000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2539_From_20040731_to_20040813,,Heavy rain,Philippines,0.0,80000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2543_From_20040806_to_20041003,,Monsoonal rain,Thailand,11.0,60000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2554_From_20040824_to_20040912,,Tropical cyclone,Philippines,67.0,1058849.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2555_From_20040824_to_20041021,,Monsoonal rain,Vietnam,34.0,30000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2565_From_20040915_to_20040919,,Heavy rain,USA,1.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2566_From_20040915_to_20041001,,Tropical cyclone,Haiti,3006.0,280000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2570_From_20041007_to_20041018,,Heavy rain,India,210.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2576_From_20041007_to_20041104,,Heavy rain,Togo,0.0,300.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2584_From_20041115_to_20041129,,Heavy rain,USA,3.0,600.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2586_From_20041107_to_20041215,,Heavy rain,Paraguay,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2587_From_20041119_to_20041129,,Tropical cyclone,Philippines,61.0,35000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2588_From_20041120_to_20041127,,Heavy rain,Venezulea,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2589_From_20041123_to_20041128,,Tropical cyclone,Philippines,26.0,8000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2592_From_20041129_to_20041222,,Heavy rain,Philippines,939.0,432000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2596_From_20041206_to_20041210,,Heavy rain,Argentina,0.0,5000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2597_From_20041207_to_20041220,,Heavy rain,USA,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2598_From_20041208_to_20041222,,Heavy rain,Australia,3.0,150.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2599_From_20041209_to_20050101,,Heavy rain,Iran,54.0,4000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2600_From_20041210_to_20041218,,Monsoonal rain,Malaysia,15.0,20000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2601_From_20041211_to_20041223,,Monsoonal rain,Sri Lanka,6.0,200000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2606_From_20050105_to_20050201,,Heavy rain,USA,3.0,4000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2612_From_20050111_to_20050210,,Heavy rain,Indonesia,9.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2613_From_20050115_to_20050225,,Heavy rain,Guyana,31.0,375000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2620_From_20050127_to_20050328,,Heavy rain,Angola,0.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2625_From_20050211_to_20050226,,Heavy rain,Colombia,95.0,70000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2626_From_20050217_to_20050324,,Heavy rain,Greece,0.0,300.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2627_From_20050219_to_20050225,,Heavy rain,Indonesia,0.0,50000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2629_From_20050224_to_20050323,,"Dam/Levy, break or release",Kazakhstan,0.0,30000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2632_From_20050305_to_20050405,,Heavy rain,Afghanistan,26.0,5000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2633_From_20050302_to_20050315,,Heavy rain,Madagascar,25.0,8300.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2634_From_20050306_to_20050309,,Heavy rain,Algeria,3.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2637_From_20050313_to_20050325,,Heavy rain,Iraq,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2638_From_20050301_to_20050401,,Heavy rain,Zambia,0.0,300.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2640_From_20050317_to_20050408,,Snowmelt,Poland,4.0,1000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2641_From_20050320_to_20050324,,Heavy rain,Pakistan,20.0,3500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2648_From_20050418_to_20050604,,Heavy rain,Romania,4.0,7000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2649_From_20050423_to_20050614,,Heavy rain,Ethiopia,177.0,260000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2650_From_20050425_to_20050530,,Heavy rain,Georgia,0.0,6000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2657_From_20050525_to_20050528,,Heavy rain,Bangladesh,13.0,50000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2668_From_20050610_to_20050612,,Brief torrential rain,China,117.0,400.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2669_From_20050611_to_20050617,,Heavy rain,Taiwan,16.0,2700.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2675_From_20050621_to_20050805,,Snowmelt,Pakistan,5.0,50000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2676_From_20050623_to_20050630,,Monsoonal rain,Bangladesh,5.0,70000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2680_From_20050628_to_20050715,,Monsoonal rain,India,202.0,500000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2683_From_20050630_to_20050703,,Heavy rain,Australia,3.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2684_From_20050628_to_20050719,,Heavy rain,China,65.0,428000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2685_From_20050630_to_20050702,,Monsoonal rain,North Korea,88.0,16000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2686_From_20050702_to_20050715,,Monsoonal rain,India,62.0,49000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2688_From_20050701_to_20050812,,Heavy rain,China,5.0,1500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2689_From_20050705_to_20050814,,Monsoonal rain,Pakistan,40.0,452000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2690_From_20050707_to_20050727,,Monsoonal rain,India,40.0,3000000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2692_From_20050712_to_20050728,,Heavy rain,Romania,23.0,13000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2693_From_20050710_to_20050718,,Heavy rain,China,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2694_From_20050716_to_20050720,,Tropical cyclone,Taiwan,17.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2698_From_20050723_to_20050816,,Monsoonal rain,India,126.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2699_From_20050727_to_20050730,,Monsoonal rain,Philippines,3.0,32782.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2709_From_20050813_to_20050926,,Monsoonal rain,Thailand,11.0,119270.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2711_From_20050813_to_20050820,,Heavy rain,China,15.0,206000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2717_From_20050821_to_20050830,,Heavy rain,Mexico,30.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2718_From_20050826_to_20050830,,Heavy rain,India,21.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2719_From_20050829_to_20050919,,Tropical cyclone,USA,1053.0,500000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2720_From_20050830_to_20050903,,Heavy rain,Australia,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2721_From_20050807_to_20050916,,Heavy rain,Nigeria,3.0,7.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2722_From_20050901_to_20050904,,Tropical cyclone,Taiwan,129.0,1840000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2724_From_20050907_to_20050909,,Heavy rain,France,0.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2725_From_20050908_to_20051101,,Monsoonal rain,Vietnam,69.0,30000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2726_From_20050911_to_20050913,,Tropical cyclone,China,16.0,1350000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2728_From_20050914_to_20050930,,Heavy rain,India,89.0,550000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2730_From_20050915_to_20050927,,Monsoonal rain,Philippines,16.0,8000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2731_From_20050916_to_20051005,,Monsoonal rain,India,23.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2732_From_20050918_to_20050924,,Tropical cyclone,Vietnam,8.0,8500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2733_From_20050921_to_20051009,,Heavy rain,Romania,10.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2734_From_20050922_to_20051011,,Heavy rain,India,15.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2735_From_20050923_to_20051001,,Tropical cyclone,USA,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2736_From_20050926_to_20051006,,Tropical cyclone,China,104.0,470000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2737_From_20050925_to_20051002,,Monsoonal rain,Nepal,51.0,1600.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2742_From_20050927_to_20051007,,Heavy rain,Mauritania,0.0,3000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2743_From_20050929_to_20051006,,Heavy rain,China,2.0,24000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2744_From_20051001_to_20051016,,Tropical cyclone,El Salvador,2000.0,250000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2746_From_20051003_to_20051006,,Heavy rain,China,16.0,359000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2747_From_20051003_to_20051022,,Heavy rain,Bangladesh,19.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2748_From_20051007_to_20051011,,Heavy rain,Vietnam,17.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2753_From_20051019_to_20051025,,Tropical cyclone,Jamaica,24.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2754_From_20051021_to_20051028,,Heavy rain,India,13.0,3000000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2758_From_20051023_to_20051209,,Monsoonal rain,India,279.0,300000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2760_From_20051102_to_20051104,,Tropical cyclone,Vietnam,20.0,15000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2761_From_20050915_to_20051216,,Heavy rain,Colombia,95.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2768_From_20051123_to_20060112,,Monsoonal rain,Thailand,69.0,700000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2773_From_20051222_to_20060207,,Heavy rain,Malawi,23.0,50000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2776_From_20051231_to_20060118,,Heavy rain,USA,0.0,4000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2779_From_20060108_to_20060112,,Heavy rain,Indonesia,0.0,6000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2780_From_20060109_to_20060131,,Tropical Cyclone,Australia,0.0,1500.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2782_From_20060108_to_20060214,,Heavy rain,Guyana,20.0,5000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2784_From_20060102_to_20060120,,Snowmelt,Greece,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2785_From_20060126_to_20060205,,Heavy rain,Philippines,4.0,256641.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2786_From_20060125_to_20060417,,Heavy rain,Bolivia,23.0,100000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2789_From_20060126_to_20060214,,Monsoonal rain,Indonesia,19.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2798_From_20060210_to_20060218,,Heavy rain,Malaysia,3.0,7000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2802_From_20060216_to_20060506,,Heavy rain,Ecuador,17.0,55000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2803_From_20060216_to_20060223,,Snowmelt,China,0.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2815_From_20060303_to_20060323,,Tropical Cyclone,Australia,0.0,0.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2817_From_20060309_to_20060325,,Rain and snowmelt,Greece,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2818_From_20060312_to_20060322,,Heavy rain,USA,2.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2821_From_20060320_to_20060417,,Tropical Cyclone,Australia,0.0,7000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2823_From_20060322_to_20060602,,Heavy rain,Colombia,130.0,60000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2825_From_20060326_to_20060330,,Heavy rain,South Africa,6.0,4160.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2827_From_20060328_to_20060509,,Snowmelt,Slovakia,3.0,6020.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2829_From_20060330_to_20060425,,Rain and snowmelt,USA,1.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2832_From_20060404_to_20060511,,Snowmelt,Serbia-Montenegro,0.0,1500.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2834_From_20060404_to_20060417,,Heavy rain,USA,1.0,600.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2839_From_20060407_to_20060524,,Rain and snowmelt,Romania,0.0,17000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2841_From_20060411_to_20060509,,Rain and snowmelt,Canada,0.0,40.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2851_From_20060421_to_20060531,,Snowmelt,Russia,0.0,420.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2852_From_20060422_to_20060531,,Snowmelt,Canada,0.0,2000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2859_From_20060429_to_20060505,,Tropical Cyclone,Burma,21.0,800.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2867_From_20060522_to_20060611,,Monsoonal rain,Thailand,79.0,2000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2871_From_20060525_to_20060528,,Brief torrential rain,USA,6.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2879_From_20060531_to_20060724,,Monsoonal rain,India,21.0,600000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2890_From_20060619_to_20060623,,Heavy rain,Indonesia,291.0,7580.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2894_From_20060624_to_20060803,,Monsoonal rain,India,160.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2896_From_20060625_to_20060629,,Heavy rain,Indonesia,26.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2900_From_20060628_to_20060708,,Heavy rain,China,50.0,10000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2911_From_20060704_to_20060707,,Heavy rain,India,24.0,8400.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2916_From_20060709_to_20060713,,Heavy rain,Pakistan,23.0,50.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2919_From_20060711_to_20060713,,Heavy rain,China,0.0,4000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2921_From_20060711_to_20060719,,Tropical Cyclone,Philippines,629.0,2450000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2923_From_20060712_to_20060714,,Heavy rain,Russia,0.0,6000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2924_From_20060714_to_20060717,,Monsoonal rain,China,1.0,1200.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2931_From_20060724_to_20060822,,Monsoonal rain,Pakistan,248.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2935_From_20060728_to_20060912,,Monsoonal rain,India,457.0,140000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2940_From_20060801_to_20060910,,Monsoonal rain,India,185.0,2000000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2947_From_20060803_to_20061011,,Heavy rain,Burkina Faso,4.0,70000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2948_From_20060812_to_20060902,,Heavy rain,Vietnam,42.0,50000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2949_From_20060810_to_20061101,,Monsoonal rain,Cambodia,68.0,33000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2951_From_20060820_to_20061213,,Monsoonal rain,Thailand,195.0,2000000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2952_From_20060812_to_20060821,,Heavy rain,Uganda,3.0,1680.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2954_From_20060826_to_20060913,,Monsoonal rain,Nepal,60.0,80000.0,,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2955_From_20060824_to_20061010,,Monsoonal rain,Somalia,5.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2956_From_20060829_to_20060904,,Monsoonal rain,India,42.0,50000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2957_From_20060830_to_20060831,,Brief torrential rain,China,15.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2958_From_20060831_to_20060911,,Monsoonal rain,India,39.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2959_From_20060902_to_20060907,,Tropical Cyclone,USA,0.0,140.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2961_From_20060824_to_20060920,,Monsoonal rain,Bangladesh,0.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2963_From_20060916_to_20060918,,Monsoonal rain,Mexico,4.0,7000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2995_From_20061119_to_20061121,,Heavy rain,Afghanistan,50.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3002_From_20061130_to_20061208,,Heavy rain,Philippines,526.0,82915.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3004_From_20061217_to_20061220,,Heavy rain,Sri Lanka,0.0,40000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3007_From_20061226_to_20070202,,Heavy rain,Peru,6.0,46000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3014_From_20070110_to_20070124,,Heavy rain,Philippines,6.0,24508.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3016_From_20070112_to_20070116,,Monsoonal rain,Sri Lanka,18.0,61281.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3019_From_20070110_to_20070501,,Heavy rain,Bolivia,41.0,62687.0,,1.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3055_From_20070417_to_20070418,,Heavy rain,Afghanistan,6.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3058_From_20070419_to_20070421,,"Dam/Levy, break or release",China,0.0,5500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3061_From_20070423_to_20070504,,Heavy rain,Afghanistan,36.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3065_From_20070501_to_20070525,,Heavy rain,Indonesia,0.0,3000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3067_From_20070502_to_20070507,,Heavy rain,Sri Lanka,16.0,125000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3068_From_20070504_to_20070509,,Heavy rain,Burma,5.0,0.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3070_From_20070506_to_20070518,,Heavy rain,USA,2.0,1000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3071_From_20070504_to_20070525,,Heavy rain,Uruguay,2.0,12000.0,,1.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3073_From_20070511_to_20070521,,Heavy rain,Thailand,0.0,1000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3075_From_20070513_to_20070613,,Snowmelt,Russia,0.0,7000.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3076_From_20070511_to_20070613,,Snowmelt,Russia,0.0,640.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3078_From_20070515_to_20070614,,Heavy rain,Kenya,5.0,8500.0,,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
