borough,date,asthma_er_count,ppt,pm25
Brooklyn,2018-01-05,70,19.988532172804444,NA
Brooklyn,2018-01-06,85,0,NA
Brooklyn,2018-01-07,80,0,NA
Brooklyn,2018-01-08,91,0,NA
Brooklyn,2018-01-09,100,0.3994156946765725,NA
Brooklyn,2018-01-10,107,0,NA
Brooklyn,2018-01-11,117,0,NA
Brooklyn,2018-01-12,94,0,NA
Brooklyn,2018-01-13,96,18.10833854012059,NA
Brooklyn,2018-01-14,100,0,NA
Brooklyn,2018-01-15,99,0,NA
Brooklyn,2018-01-16,119,0,NA
Brooklyn,2018-01-17,112,0.9653109275803682,NA
Brooklyn,2018-01-18,114,3.710549048345978,NA
Brooklyn,2018-01-19,93,0,NA
Brooklyn,2018-01-20,89,0,NA
Brooklyn,2018-01-21,87,0,NA
Brooklyn,2018-01-22,136,0.038307830691785644,NA
Brooklyn,2018-01-23,106,0.9228697473002252,NA
Brooklyn,2018-01-24,103,5.133554645767184,NA
Brooklyn,2018-01-25,98,0,NA
Brooklyn,2018-01-26,97,0,NA
Brooklyn,2018-01-27,95,0,NA
Brooklyn,2018-01-28,99,5.165348052095131,NA
Brooklyn,2018-01-29,104,3.5702164764396263,NA
Brooklyn,2018-01-30,92,3.3706441967441703,NA
Brooklyn,2018-01-31,114,2.899983993389493e-4,NA
Brooklyn,2018-02-01,87,0,NA
Brooklyn,2018-02-02,85,7.964070186448683,NA
Brooklyn,2018-02-03,88,0,NA
Brooklyn,2018-02-04,97,0,NA
Brooklyn,2018-02-05,139,22.92305936998079,NA
Brooklyn,2018-02-06,112,0,NA
Brooklyn,2018-02-07,99,0,NA
Brooklyn,2018-02-08,118,22.7157559468352,NA
Brooklyn,2018-02-09,108,0,NA
Brooklyn,2018-02-10,84,0,NA
Brooklyn,2018-02-11,84,19.344185512169588,NA
Brooklyn,2018-02-12,109,21.84935893623938,NA
Brooklyn,2018-02-13,98,0.06636721998724246,NA
Brooklyn,2018-02-14,80,0.04633542642303611,NA
Brooklyn,2018-02-15,101,1.8481115170816143,NA
